datetime,open,high,low,close,volume,oi,iv,spot,api_strike,strike,strike_label,option_type,atm,date
2024-05-27 09:15:00+05:30,569.0,580.95,558.6,570.0,6125,2365925,22.424342,23017.85,22500.0,22550,ATM-10,CALL,23050,2024-05-27
2024-05-27 09:16:00+05:30,570.0,573.6,568.15,573.05,9950,2365925,22.542052,23020.75,22500.0,22550,ATM-10,CALL,23050,2024-05-27
2024-05-27 09:17:00+05:30,572.3,574.0,565.0,570.15,3475,2365925,23.521426,23012.0,22500.0,22550,ATM-10,CALL,23050,2024-05-27
2024-05-27 09:18:00+05:30,569.7,572.0,565.0,567.0,8075,2354575,22.738887,23012.75,22500.0,22550,ATM-10,CALL,23050,2024-05-27
2024-05-27 09:19:00+05:30,565.8,567.45,559.05,559.05,6775,2354575,23.073549,23001.65,22500.0,22550,ATM-10,CALL,23050,2024-05-27
2024-05-27 09:20:00+05:30,559.05,559.05,553.3,554.0,2925,2354575,23.612757,22992.55,22500.0,22550,ATM-10,CALL,23050,2024-05-27
2024-05-27 09:21:00+05:30,552.0,556.25,543.7,555.45,4500,2351700,23.206718,22996.7,22500.0,22550,ATM-10,CALL,23050,2024-05-27
2024-05-27 09:22:00+05:30,556.75,558.4,549.9,549.9,5625,2351700,23.611155,22987.75,22500.0,22550,ATM-10,CALL,23050,2024-05-27
2024-05-27 09:23:00+05:30,549.9,560.5,549.9,559.1,3200,2351700,22.519195,23004.9,22500.0,22550,ATM-10,CALL,23050,2024-05-27
2024-05-27 09:24:00+05:30,559.1,562.0,557.8,559.8,2675,2348425,22.714022,23004.65,22500.0,22550,ATM-10,CALL,23050,2024-05-27
2024-05-27 09:25:00+05:30,559.8,566.0,557.65,560.45,2400,2348425,21.765767,23010.5,22500.0,22550,ATM-10,CALL,23050,2024-05-27
2024-05-27 09:26:00+05:30,560.75,561.85,543.9,546.25,4725,2348425,22.345841,22991.0,22500.0,22550,ATM-10,CALL,23050,2024-05-27
2024-05-27 09:27:00+05:30,546.25,548.0,539.0,541.25,3275,2349575,22.177138,22986.15,22500.0,22550,ATM-10,CALL,23050,2024-05-27
2024-05-27 09:28:00+05:30,541.25,550.75,539.0,550.75,2025,2349575,23.056499,22992.2,22500.0,22550,ATM-10,CALL,23050,2024-05-27
2024-05-27 09:29:00+05:30,550.75,550.75,541.9,545.7,575,2349575,22.791426,22987.85,22500.0,22550,ATM-10,CALL,23050,2024-05-27
2024-05-27 09:30:00+05:30,545.7,547.55,544.0,544.0,1550,2349925,23.230712,22983.25,22500.0,22550,ATM-10,CALL,23050,2024-05-27
2024-05-27 09:31:00+05:30,543.6,544.45,538.05,541.9,3325,2349925,23.970653,22976.15,22500.0,22550,ATM-10,CALL,23050,2024-05-27
2024-05-27 09:32:00+05:30,586.9,592.0,586.9,587.85,2525,142300,24.954103,22975.0,22450.0,22550,ATM-10,CALL,23050,2024-05-27
2024-05-27 09:33:00+05:30,538.75,546.85,538.75,542.3,4525,2348650,24.105702,22975.8,22500.0,22550,ATM-10,CALL,23050,2024-05-27
2024-05-27 09:34:00+05:30,587.05,587.85,575.25,575.25,300,144650,23.794438,22967.05,22450.0,22550,ATM-10,CALL,23050,2024-05-27
2024-05-27 09:35:00+05:30,575.25,586.05,575.25,583.9,325,144650,24.303474,22974.25,22450.0,22550,ATM-10,CALL,23050,2024-05-27
2024-05-27 09:36:00+05:30,542.85,558.1,542.85,553.0,3900,2346200,23.700183,22991.15,22500.0,22550,ATM-10,CALL,23050,2024-05-27
2024-05-27 09:37:00+05:30,553.0,563.3,553.0,556.65,2300,2346200,24.146101,22992.75,22500.0,22550,ATM-10,CALL,23050,2024-05-27
2024-05-27 09:38:00+05:30,556.65,561.7,555.25,558.65,10075,2346200,23.818053,22997.15,22500.0,22550,ATM-10,CALL,23050,2024-05-27
