Date,Leg,Entry_Time,Strike,Sell_Price,Exit_Time,Exit_Price,Qty,Premium_Collected,PnL,Reason,Capital_After
2023-09-15,PE,11:15,20150,67.2,12:30,72.0,65,4368.0,-312.0,SL Hit (20152.7 <= 20162.6),171236.75
2023-09-15,PE,12:55,20150,71.75,15:16,60.65,65,4663.75,721.5,Settlement 15:15,171958.25
2023-09-18,PE,10:36,20200,82.1,11:05,89.6,65,5336.5,-487.5,SL Hit (20166.5 <= 20172.2),171470.75
2023-09-18,CE,10:52,20200,68.5,11:20,73.7,65,4452.5,-338.0,SL Hit (20187.2 >= 20186.5),171132.75
2023-09-18,PE,11:26,20200,80.8,12:16,86.25,65,5252.0,-354.25,SL Hit (20165.2 <= 20167.4),170778.5
2023-09-18,PE,12:45,20150,56.85,12:46,58.05,65,3695.25,-78.0,SL Hit (20167.6 <= 20170.1),170700.5
2023-09-18,CE,11:58,20200,73.65,15:16,44.95,65,4787.25,1865.5,Settlement 15:15,172566.0
2023-09-20,PE,12:15,19950,48.6,13:07,49.9,65,3159.0,-84.5,SL Hit (19933.1 <= 19933.9),172481.5
2023-09-20,PE,14:21,19900,47.7,15:00,51.2,65,3100.5,-227.5,SL Hit (19887.0 <= 19893.0),172254.0
2023-09-20,CE,09:51,20000,74.9,15:16,19.85,65,4868.5,3578.25,Settlement 15:15,175832.25
2023-09-21,PE,11:15,19800,56.55,12:04,81.65,65,3675.75,-1631.5,SL Hit (19735.8 <= 19740.0),174200.75
2023-09-21,PE,13:22,19750,18.75,14:17,23.55,65,1218.75,-312.0,SL Hit (19728.0 <= 19728.7),173888.75
2023-09-21,CE,09:56,19800,19.95,15:16,0.1,65,1296.75,1290.25,Settlement 15:15,175179.0
2023-09-22,CE,10:06,19700,108.3,10:47,148.5,65,7039.5,-2613.0,SL Hit (19755.2 >= 19754.9),172566.0
2023-09-22,CE,11:32,19750,109.55,12:00,130.65,65,7120.75,-1371.5,SL Hit (19773.9 >= 19772.2),171194.5
2023-09-22,CE,12:32,19800,98.1,12:36,104.6,65,6376.5,-422.5,SL Hit (19796.3 >= 19795.6),170772.0
2023-09-22,PE,10:49,19750,83.7,13:37,110.95,65,5440.5,-1771.25,SL Hit (19701.3 <= 19705.0),169000.75
2023-09-25,PE,10:44,19650,72.0,11:13,82.5,65,4680.0,-682.5,SL Hit (19613.2 <= 19615.5),168318.25
2023-09-25,CE,10:18,19650,86.4,12:25,123.1,65,5616.0,-2385.5,SL Hit (19683.5 >= 19680.4),165932.75
2023-09-25,CE,13:14,19700,98.5,15:16,74.6,65,6402.5,1553.5,Settlement 15:15,167486.25
2023-09-25,PE,12:04,19650,65.0,15:16,53.4,65,4225.0,754.0,Settlement 15:15,168240.25
2023-09-26,PE,10:10,19700,67.95,10:34,81.75,65,4416.75,-897.0,SL Hit (19673.0 <= 19674.9),167343.25
2023-09-26,PE,11:18,19700,73.65,12:36,88.7,65,4787.25,-978.25,SL Hit (19661.0 <= 19663.0),166365.0
2023-09-26,CE,10:47,19700,61.85,15:16,50.05,65,4020.25,767.0,Settlement 15:15,167132.0
2023-09-26,PE,13:12,19650,58.15,15:16,49.45,65,3779.75,565.5,Settlement 15:15,167697.5
2023-09-27,PE,09:58,19600,59.85,10:00,67.95,65,3890.25,-526.5,SL Hit (19590.7 <= 19603.2),167171.0
2023-09-27,CE,10:19,19550,62.35,11:00,74.55,65,4052.75,-793.0,SL Hit (19591.8 >= 19588.9),166378.0
2023-09-27,CE,12:01,19650,49.5,12:09,58.8,65,3217.5,-604.5,SL Hit (19658.5 >= 19657.9),165773.5
2023-09-27,CE,14:24,19700,39.6,14:43,56.55,65,2574.0,-1101.75,SL Hit (19706.8 >= 19705.4),164671.75
2023-09-27,PE,10:47,19550,51.3,15:16,8.15,65,3334.5,2804.75,Settlement 15:15,167476.5
2023-09-28,PE,10:11,19700,32.15,11:13,68.4,65,2089.75,-2356.25,SL Hit (19662.5 <= 19665.8),165120.25
2023-09-28,PE,11:55,19650,51.45,11:56,57.9,65,3344.25,-419.25,SL Hit (19629.2 <= 19633.2),164701.0
2023-09-28,PE,13:02,19600,24.0,13:08,25.6,65,1560.0,-104.0,SL Hit (19600.5 <= 19603.1),164597.0
2023-09-28,CE,10:36,19700,27.65,15:16,0.15,65,1797.25,1787.5,Settlement 15:15,166384.5
2023-09-29,CE,10:33,19600,104.8,11:12,111.75,65,6812.0,-451.75,SL Hit (19609.0 >= 19607.3),165932.75
2023-09-29,CE,12:54,19650,113.0,13:37,124.65,65,7345.0,-757.25,SL Hit (19687.8 >= 19686.4),165175.5
2023-09-29,PE,09:55,19600,90.9,15:16,68.8,65,5908.5,1436.5,Settlement 15:15,166612.0
2023-10-03,CE,10:07,19500,78.1,10:26,93.2,65,5076.5,-981.5,SL Hit (19522.5 >= 19518.7),165630.5
2023-10-03,CE,10:47,19500,81.15,11:33,95.45,65,5274.75,-929.5,SL Hit (19533.5 >= 19532.8),164701.0
2023-10-03,CE,11:54,19500,81.4,12:45,95.25,65,5291.0,-900.25,SL Hit (19540.0 >= 19538.6),163800.75
2023-10-03,PE,10:23,19500,69.55,15:16,50.0,65,4520.75,1270.75,Settlement 15:15,165071.5
2023-10-04,CE,10:22,19400,58.55,10:23,63.35,65,3805.75,-312.0,SL Hit (19409.2 >= 19398.5),164759.5
2023-10-04,PE,09:54,19400,60.8,11:49,69.95,65,3952.0,-594.75,SL Hit (19378.3 <= 19380.3),164164.75
2023-10-04,CE,11:33,19400,50.9,15:05,76.55,65,3308.5,-1667.25,SL Hit (19437.7 >= 19432.6),162497.5
2023-10-04,PE,13:22,19350,42.2,15:16,18.25,65,2743.0,1556.75,Settlement 15:15,164054.25
2023-10-05,CE,10:07,19550,27.3,10:55,36.6,65,1774.5,-604.5,SL Hit (19557.6 >= 19541.2),163449.75
2023-10-05,PE,11:09,19550,12.7,12:22,30.0,65,825.5,-1124.5,SL Hit (19528.9 <= 19532.4),162325.25
2023-10-05,PE,12:55,19550,18.95,13:06,27.65,65,1231.75,-565.5,SL Hit (19529.9 <= 19531.0),161759.75
2023-10-05,PE,13:46,19550,11.95,14:35,16.7,65,776.75,-308.75,SL Hit (19539.0 <= 19539.5),161451.0
2023-10-05,CE,11:37,19550,31.1,15:16,7.45,65,2021.5,1537.25,Settlement 15:15,162988.25
2023-10-06,PE,10:13,19600,81.25,10:24,86.25,65,5281.25,-325.0,SL Hit (19595.2 <= 19596.9),162663.25
2023-10-06,CE,10:31,19600,100.15,10:33,108.5,65,6509.75,-542.75,SL Hit (19617.2 >= 19612.3),162120.5
2023-10-06,CE,11:34,19600,99.65,12:39,117.35,65,6477.25,-1150.5,SL Hit (19640.6 >= 19640.0),160970.0
2023-10-06,CE,13:45,19650,89.6,13:52,91.95,65,5824.0,-152.75,SL Hit (19657.9 >= 19657.5),160817.25
2023-10-06,PE,10:49,19650,85.05,15:16,79.9,65,5528.25,334.75,Settlement 15:15,161152.0
2023-10-09,PE,09:49,19550,79.35,12:50,104.65,65,5157.75,-1644.5,SL Hit (19512.7 <= 19514.8),159507.5
2023-10-09,PE,13:09,19500,77.65,14:18,81.4,65,5047.25,-243.75,SL Hit (19501.8 <= 19503.0),159263.75
2023-10-09,CE,10:44,19550,97.05,15:16,75.0,65,6308.25,1433.25,Settlement 15:15,160697.0
2023-10-09,PE,14:31,19500,72.3,15:16,78.95,65,4699.5,-432.25,Settlement 15:15,160264.75
2023-10-10,CE,11:02,19600,89.25,11:28,93.8,65,5801.25,-295.75,SL Hit (19630.2 >= 19629.7),159969.0
2023-10-10,CE,11:43,19600,86.7,12:05,92.8,65,5635.5,-396.5,SL Hit (19638.6 >= 19634.0),159572.5
2023-10-10,CE,12:59,19650,91.85,13:00,100.0,65,5970.25,-529.75,SL Hit (19677.2 >= 19672.0),159042.75
2023-10-10,PE,10:18,19600,59.4,15:16,41.25,65,3861.0,1179.75,Settlement 15:15,160222.5
2023-10-11,PE,09:53,19800,52.35,10:09,58.75,65,3402.75,-416.0,SL Hit (19797.1 <= 19805.1),159806.5
2023-10-11,CE,10:14,19800,69.85,10:31,73.3,65,4540.25,-224.25,SL Hit (19821.9 >= 19819.2),159582.25
2023-10-11,PE,10:21,19800,53.55,12:15,51.95,65,3480.75,104.0,SL Hit (19799.0 <= 19801.0),159686.25
2023-10-11,CE,10:58,19850,48.45,15:16,36.85,65,3149.25,754.0,Settlement 15:15,160440.25
2023-10-11,PE,13:16,19800,42.05,15:16,45.4,65,2733.25,-217.75,Settlement 15:15,160222.5
2023-10-12,CE,09:53,19800,22.45,11:06,28.85,65,1459.25,-416.0,SL Hit (19823.5 >= 19822.9),159806.5
2023-10-12,CE,11:32,19800,21.3,11:54,29.7,65,1384.5,-546.0,SL Hit (19826.2 >= 19824.8),159260.5
2023-10-12,CE,12:22,19800,22.4,15:16,1.75,65,1456.0,1342.25,Settlement 15:15,160602.75
2023-10-12,PE,10:48,19800,23.9,15:16,4.05,65,1553.5,1290.25,Settlement 15:15,161893.0
2023-10-13,PE,10:41,19700,97.4,10:46,102.35,65,6331.0,-321.75,SL Hit (19676.2 <= 19680.1),161571.25
2023-10-13,CE,09:50,19700,111.95,13:06,118.85,65,7276.75,-448.5,SL Hit (19732.3 >= 19732.1),161122.75
2023-10-13,CE,13:30,19750,97.1,13:34,103.65,65,6311.5,-425.75,SL Hit (19755.5 >= 19750.4),160697.0
2023-10-13,CE,14:40,19800,91.2,15:16,70.75,65,5928.0,1329.25,Settlement 15:15,162026.25
2023-10-13,PE,11:15,19700,96.85,15:16,73.8,65,6295.25,1498.25,Settlement 15:15,163524.5
2023-10-16,CE,10:59,19750,89.3,11:44,103.45,65,5804.5,-919.75,SL Hit (19773.2 >= 19764.6),162604.75
2023-10-16,CE,12:45,19750,96.3,12:55,101.25,65,6259.5,-321.75,SL Hit (19775.5 >= 19774.4),162283.0
2023-10-16,CE,13:21,19750,87.2,15:16,82.1,65,5668.0,331.5,Settlement 15:15,162614.5
2023-10-16,PE,10:00,19750,98.05,15:16,85.5,65,6373.25,815.75,Settlement 15:15,163430.25
2023-10-17,CE,10:12,19800,92.6,10:40,93.6,65,6019.0,-65.0,SL Hit (19839.4 >= 19838.6),163365.25
2023-10-17,CE,11:10,19850,64.3,12:44,66.0,65,4179.5,-110.5,SL Hit (19843.1 >= 19842.1),163254.75
2023-10-17,PE,10:43,19850,72.45,14:02,87.55,65,4709.25,-981.5,SL Hit (19809.0 <= 19809.4),162273.25
2023-10-17,CE,13:09,19850,64.2,15:16,47.45,65,4173.0,1088.75,Settlement 15:15,163362.0
2023-10-17,PE,14:55,19800,64.95,15:16,62.2,65,4221.75,178.75,Settlement 15:15,163540.75
2023-10-18,PE,10:19,19850,63.95,10:41,70.6,65,4156.75,-432.25,SL Hit (19810.2 <= 19818.0),163108.5
2023-10-18,PE,13:16,19700,45.4,14:36,57.55,65,2951.0,-789.75,SL Hit (19684.0 <= 19687.8),162318.75
2023-10-18,CE,10:56,19750,69.2,15:16,24.0,65,4498.0,2938.0,Settlement 15:15,165256.75
2023-10-19,CE,10:46,19550,46.85,11:25,68.5,65,3045.25,-1407.25,SL Hit (19596.1 >= 19585.9),163849.5
2023-10-19,CE,12:29,19650,20.7,14:03,26.65,65,1345.5,-386.75,SL Hit (19668.0 >= 19665.8),163462.75
2023-10-19,CE,15:04,19650,1.15,15:16,0.1,65,74.75,68.25,Settlement 15:15,163531.0
2023-10-19,PE,10:03,19600,32.0,15:16,0.1,65,2080.0,2073.5,Settlement 15:15,165604.5
2023-10-20,PE,10:51,19550,93.85,11:44,106.5,65,6100.25,-822.25,SL Hit (19541.7 <= 19547.6),164782.25
2023-10-20,CE,10:02,19550,105.85,15:16,84.25,65,6880.25,1404.0,Settlement 15:15,166186.25
2023-10-20,PE,12:15,19550,103.2,15:16,107.25,65,6708.0,-263.25,Settlement 15:15,165923.0
2023-10-23,PE,10:59,19500,106.0,11:45,119.5,65,6890.0,-877.5,SL Hit (19459.0 <= 19459.5),165045.5
2023-10-23,CE,10:19,19500,66.15,15:16,17.5,65,4299.75,3162.25,Settlement 15:15,168207.75
2023-10-25,PE,12:00,19250,74.7,12:28,86.55,65,4855.5,-770.25,SL Hit (19213.0 <= 19215.2),167437.5
2023-10-25,CE,10:11,19300,69.9,15:16,9.4,65,4543.5,3932.5,Settlement 15:15,171370.0
2023-10-25,PE,13:24,19100,67.0,15:16,50.65,65,4355.0,1062.75,Settlement 15:15,172432.75
2023-10-26,PE,10:06,18950,62.35,10:13,78.4,65,4052.75,-1043.25,SL Hit (18920.9 <= 18923.1),171389.5
2023-10-26,CE,09:48,18950,38.4,15:16,0.2,65,2496.0,2483.0,Settlement 15:15,173872.5
2023-10-26,PE,11:49,18900,54.45,15:16,41.5,65,3539.25,841.75,Settlement 15:15,174714.25
2023-10-27,PE,09:53,19000,109.0,10:23,122.3,65,7085.0,-864.5,SL Hit (18976.5 <= 18980.7),173849.75
2023-10-27,CE,10:21,19000,127.5,11:24,147.2,65,8287.5,-1280.5,SL Hit (19035.3 >= 19032.0),172569.25
2023-10-27,CE,11:48,19050,116.5,11:50,118.55,65,7572.5,-133.25,SL Hit (19038.0 >= 19037.2),172436.0
2023-10-27,CE,12:25,19050,121.9,13:46,127.55,65,7923.5,-367.25,SL Hit (19068.8 >= 19057.9),172068.75
2023-10-27,PE,10:37,19000,107.05,15:16,79.5,65,6958.25,1790.75,Settlement 15:15,173859.5
2023-10-30,CE,12:20,19100,102.1,13:32,128.6,65,6636.5,-1722.5,SL Hit (19139.0 >= 19136.0),172137.0
2023-10-30,CE,13:54,19100,117.85,15:04,125.85,65,7660.25,-520.0,SL Hit (19144.2 >= 19141.9),171617.0
2023-10-30,PE,10:15,19000,91.0,15:16,37.05,65,5915.0,3506.75,Settlement 15:15,175123.75
2023-10-31,CE,10:15,19100,90.95,14:30,117.25,65,5911.75,-1709.5,SL Hit (19142.5 >= 19141.5),173414.25
2023-10-31,PE,11:01,19100,87.65,15:05,80.9,65,5697.25,438.75,SL Hit (19058.0 <= 19068.5),173853.0
2023-10-31,CE,15:09,19050,107.0,15:16,110.85,65,6955.0,-250.25,Settlement 15:15,173602.75
2023-11-01,PE,10:20,19050,67.45,13:11,87.2,65,4384.25,-1283.75,SL Hit (19012.2 <= 19016.4),172319.0
2023-11-01,PE,13:50,19050,78.0,14:31,96.95,65,5070.0,-1231.75,SL Hit (19002.8 <= 19003.9),171087.25
2023-11-01,CE,09:57,19050,70.2,15:16,30.5,65,4563.0,2580.5,Settlement 15:15,173667.75
2023-11-02,PE,11:19,19100,16.85,11:35,21.85,65,1095.25,-325.0,SL Hit (19109.0 <= 19110.6),173342.75
2023-11-02,CE,10:03,19150,17.35,15:16,30.25,65,1127.75,-838.5,Settlement 15:15,172504.25
2023-11-02,PE,12:30,19100,28.2,15:16,0.05,65,1833.0,1829.75,Settlement 15:15,174334.0
2023-11-03,CE,09:53,19250,118.6,10:01,121.5,65,7709.0,-188.5,SL Hit (19266.5 >= 19261.5),174145.5
2023-11-03,PE,10:06,19250,76.4,14:45,94.35,65,4966.0,-1166.75,SL Hit (19226.7 <= 19229.2),172978.75
2023-11-03,CE,11:32,19250,104.1,15:16,91.55,65,6766.5,815.75,Settlement 15:15,173794.5
2023-11-06,CE,09:53,19350,81.2,09:55,83.75,65,5278.0,-165.75,SL Hit (19346.5 >= 19346.0),173628.75
2023-11-06,PE,10:22,19350,60.4,10:48,68.15,65,3926.0,-503.75,SL Hit (19339.5 <= 19341.2),173125.0
2023-11-06,CE,10:55,19350,75.4,12:39,79.4,65,4901.0,-260.0,SL Hit (19357.6 >= 19355.9),172865.0
2023-11-06,CE,13:12,19350,78.45,13:32,83.6,65,5099.25,-334.75,SL Hit (19361.1 >= 19360.1),172530.25
2023-11-06,PE,11:52,19350,69.4,15:16,41.85,65,4511.0,1790.75,Settlement 15:15,174321.0
2023-11-08,PE,10:08,19450,56.0,11:10,71.45,65,3640.0,-1004.25,SL Hit (19409.2 <= 19417.0),173316.75
2023-11-08,CE,10:32,19450,40.35,13:10,40.75,65,2622.75,-26.0,SL Hit (19444.1 >= 19443.4),173290.75
2023-11-08,CE,14:35,19400,52.35,15:00,62.6,65,3402.75,-666.25,SL Hit (19445.4 >= 19443.8),172624.5
2023-11-08,PE,11:34,19450,61.15,15:16,51.55,65,3974.75,624.0,Settlement 15:15,173248.5
2023-11-09,CE,09:53,19450,18.9,09:54,21.0,65,1228.5,-136.5,SL Hit (19436.0 >= 19435.0),173112.0
2023-11-09,CE,10:36,19450,11.15,11:49,16.65,65,724.75,-357.5,SL Hit (19459.0 >= 19454.7),172754.5
2023-11-09,PE,11:07,19450,36.65,13:41,31.2,65,2382.25,354.25,SL Hit (19421.0 <= 19421.0),173108.75
2023-11-09,PE,14:06,19400,5.15,14:23,9.55,65,334.75,-286.0,SL Hit (19403.8 <= 19410.8),172822.75
2023-11-09,CE,12:18,19450,15.05,15:16,0.1,65,978.25,971.75,Settlement 15:15,173794.5
2023-11-09,PE,15:00,19400,7.85,15:16,7.85,65,510.25,0.0,Settlement 15:15,173794.5
2023-11-10,CE,11:06,19350,105.2,12:11,109.7,65,6838.0,-292.5,SL Hit (19388.5 >= 19387.0),173502.0
2023-11-10,CE,13:15,19400,103.1,13:39,105.2,65,6701.5,-136.5,SL Hit (19410.8 >= 19408.5),173365.5
2023-11-10,CE,14:05,19400,92.5,15:02,98.35,65,6012.5,-380.25,SL Hit (19421.7 >= 19411.2),172985.25
2023-11-10,PE,10:25,19350,78.15,15:16,49.55,65,5079.75,1859.0,Settlement 15:15,174844.25
2023-11-13,PE,09:52,19450,64.65,10:19,61.9,65,4202.25,178.75,SL Hit (19441.5 <= 19444.2),175023.0
2023-11-13,CE,10:34,19450,57.2,15:16,64.85,65,3718.0,-497.25,Settlement 15:15,174525.75
2023-11-13,PE,10:54,19400,49.9,15:16,39.2,65,3243.5,695.5,Settlement 15:15,175221.25
2023-11-15,PE,10:38,19650,57.5,10:48,57.9,65,3737.5,-26.0,SL Hit (19625.8 <= 19628.0),175195.25
2023-11-15,CE,10:51,19650,36.75,12:21,40.65,65,2388.75,-253.5,SL Hit (19637.8 >= 19637.3),174941.75
2023-11-15,CE,14:17,19650,69.2,14:35,75.6,65,4498.0,-416.0,SL Hit (19668.6 >= 19667.9),174525.75
2023-11-15,CE,15:01,19650,55.65,15:11,56.9,65,3617.25,-81.25,SL Hit (19672.2 >= 19672.1),174444.5
2023-11-15,PE,11:56,19650,54.55,15:16,30.85,65,3545.75,1540.5,Settlement 15:15,175985.0
2023-11-16,CE,10:33,19700,42.1,11:02,75.0,65,2736.5,-2138.5,SL Hit (19750.7 >= 19724.5),173846.5
2023-11-16,CE,12:38,19800,18.75,13:57,25.0,65,1218.75,-406.25,SL Hit (19812.3 >= 19810.8),173440.25
2023-11-16,PE,10:14,19700,15.05,15:16,0.8,65,978.25,926.25,Settlement 15:15,174366.5
2023-11-17,PE,10:06,19800,89.65,10:15,108.85,65,5827.25,-1248.0,SL Hit (19751.2 <= 19765.8),173118.5
2023-11-17,PE,10:45,19800,86.25,11:10,90.6,65,5606.25,-282.75,SL Hit (19777.8 <= 19779.3),172835.75
2023-11-17,PE,11:45,19750,77.1,11:54,81.25,65,5011.5,-269.75,SL Hit (19755.7 <= 19756.0),172566.0
2023-11-17,CE,10:19,19800,97.65,15:16,86.9,65,6347.25,698.75,Settlement 15:15,173264.75
2023-11-20,CE,09:59,19700,107.9,10:17,112.95,65,7013.5,-328.25,SL Hit (19726.8 >= 19725.1),172936.5
