Date,Leg,Entry_Time,Strike,Sell_Price,Exit_Time,Exit_Price,Qty,Premium_Collected,PnL,Reason,Capital_After
2023-01-16,CE,09:54,17950,110.5,15:16,73.35,65,7182.5,2414.75,Settlement 15:15,107432.75
2023-01-17,PE,10:08,18000,76.2,11:04,87.45,65,4953.0,-731.25,SL Hit (17980.6 <= 17981.1),106701.5
2023-01-17,PE,11:37,18000,77.2,12:44,88.95,65,5018.0,-763.75,SL Hit (17970.9 <= 17971.5),105937.75
2023-01-17,CE,10:54,18000,84.6,15:01,99.65,65,5499.0,-978.25,SL Hit (18043.0 >= 18035.2),104959.5
2023-01-17,PE,13:45,17950,59.55,15:16,33.2,65,3870.75,1712.75,Settlement 15:15,106672.25
2023-01-18,CE,10:32,18100,72.65,11:07,83.35,65,4722.25,-695.5,SL Hit (18130.2 >= 18124.0),105976.75
2023-01-18,CE,12:42,18150,65.6,14:45,74.55,65,4264.0,-581.75,SL Hit (18182.8 >= 18180.5),105395.0
2023-01-18,CE,15:05,18150,61.75,15:16,57.25,65,4013.75,292.5,Settlement 15:15,105687.5
2023-01-18,PE,10:05,18100,61.9,15:16,25.5,65,4023.5,2366.0,Settlement 15:15,108053.5
2023-01-19,CE,10:01,18100,38.45,10:39,43.85,65,2499.25,-351.0,SL Hit (18113.9 >= 18109.7),107702.5
2023-01-19,CE,11:27,18100,43.1,11:44,59.0,65,2801.5,-1033.5,SL Hit (18143.1 >= 18138.9),106669.0
2023-01-19,CE,12:53,18100,37.65,15:16,7.55,65,2447.25,1956.5,Settlement 15:15,108625.5
2023-01-19,PE,10:34,18100,42.2,15:16,0.75,65,2743.0,2694.25,Settlement 15:15,111319.75
2023-01-20,PE,10:04,18100,92.8,13:56,94.95,65,6032.0,-139.75,SL Hit (18065.2 <= 18069.5),111180.0
2023-01-20,CE,11:22,18100,108.25,15:16,68.8,65,7036.25,2564.25,Settlement 15:15,113744.25
2023-01-23,PE,09:56,18150,61.5,12:09,72.05,65,3997.5,-685.75,SL Hit (18111.7 <= 18115.7),113058.5
2023-01-23,CE,10:29,18150,90.4,15:16,61.4,65,5876.0,1885.0,Settlement 15:15,114943.5
2023-01-23,PE,13:32,18100,53.6,15:16,42.05,65,3484.0,750.75,Settlement 15:15,115694.25
2023-01-24,PE,10:48,18150,35.5,11:38,47.5,65,2307.5,-780.0,SL Hit (18135.4 <= 18135.6),114914.25
2023-01-24,PE,12:57,18150,46.8,13:30,59.05,65,3042.0,-796.25,SL Hit (18115.1 <= 18116.9),114118.0
