Date,Starting_Capital,Ending_Capital,CE_PnL,PE_PnL,Total_PnL,Return_Pct,Trades_Count
2023-02-24,135607.0,139377.0,2749.5,1020.5,3770.0,2.780092473102421,3
2023-02-27,139377.0,135711.0,-4247.75,581.75,-3666.0,-2.63027615747218,5
2023-02-28,135711.0,136195.25,3194.75,-2710.5,484.25,0.3568244283808976,4
2023-03-01,136195.25,136244.0,-913.25,962.0,48.75,0.03579419987114088,5
2023-03-02,136244.0,136192.0,419.25,-471.25,-52.0,-0.038166818355303715,5
2023-03-03,136192.0,138145.25,-916.5,2869.75,1953.25,1.4341884985902256,4
2023-03-06,138145.25,139422.5,2392.0,-1114.75,1277.25,0.924570334484899,3
2023-03-08,139422.5,140361.75,-923.0,1862.25,939.25,0.6736717531244957,5
2023-03-09,140361.75,140842.75,1560.0,-1079.0,481.0,0.3426859525476136,3
2023-03-10,140842.75,139572.0,-1891.5,620.75,-1270.75,-0.9022473645253305,4
2023-03-13,139572.0,141947.75,3708.25,-1332.5,2375.75,1.7021680566302697,3
2023-03-14,141947.75,135883.25,-3237.0,-2827.5,-6064.5,-4.272346690947901,5
2023-03-15,135883.25,136848.5,3422.25,-2457.0,965.25,0.7103524533009036,4
2023-03-16,136848.5,140069.25,-169.0,3389.75,3220.75,2.3535150184327924,3
2023-03-17,140069.25,134547.5,-1956.5,-3565.25,-5521.75,-3.9421571829648547,5
2023-03-20,134547.5,134957.0,-1595.75,2005.25,409.5,0.30435348111261823,4
2023-03-21,134957.0,133819.5,-2655.25,1517.75,-1137.5,-0.8428610594485652,5
2023-03-22,133819.5,133744.75,318.5,-393.25,-74.75,-0.05585882476021806,3
2023-03-23,133744.75,134307.0,-19.5,581.75,562.25,0.42039033307849466,4
2023-03-24,134307.0,133172.75,1537.25,-2671.5,-1134.25,-0.8445203898530977,5
2023-03-27,133172.75,129181.75,-2093.0,-1898.0,-3991.0,-2.996859342470588,5
2023-03-28,129181.75,128574.0,1826.5,-2434.25,-607.75,-0.47046119130604747,4
2023-03-29,128574.0,126601.25,-1439.75,-533.0,-1972.75,-1.5343304245026212,6
2023-03-31,126601.25,128353.0,-705.25,2457.0,1751.75,1.3836751216911365,4
2023-04-03,128353.0,129900.0,-35.75,1582.75,1547.0,1.2052698417645087,3
2023-04-05,129900.0,132009.25,-1027.0,3136.25,2109.25,1.623749037721324,4
2023-04-06,132009.25,133725.25,-939.25,2655.25,1716.0,1.2999089078984996,4
2023-04-10,133725.25,134723.0,1059.5,-61.75,997.75,0.7461193753610481,4
2023-04-11,134723.0,135428.25,490.75,214.5,705.25,0.5234815139211567,4
2023-04-12,135428.25,134261.5,-858.0,-308.75,-1166.75,-0.8615263063651787,6
2023-04-13,134261.5,136338.25,711.75,1365.0,2076.75,1.5467948741820998,4
2023-04-17,136338.25,134320.0,-4637.75,2619.5,-2018.25,-1.4803255872801653,4
2023-04-18,134320.0,135945.0,958.75,666.25,1625.0,1.2097974985110185,3
2023-04-19,135945.0,134638.5,-1498.25,191.75,-1306.5,-0.9610504248041487,5
2023-04-20,134638.5,136351.25,1998.75,-286.0,1712.75,1.2721101319459143,4
2023-04-21,136351.25,137280.75,-65.0,994.5,929.5,0.6816952539855704,3
2023-04-24,137280.75,138236.25,-887.25,1842.75,955.5,0.6960189247217837,6
2023-04-25,138236.25,140218.75,796.25,1186.25,1982.5,1.4341390192514627,3
2023-04-26,140218.75,139679.25,-2089.75,1550.25,-539.5,-0.38475596166703807,4
2023-04-27,139679.25,141476.5,-975.0,2772.25,1797.25,1.2866979168344619,4
2023-04-28,141476.5,141570.75,-1891.5,1985.75,94.25,0.06661883775750743,5
2023-05-02,141570.75,138847.25,-1313.0,-1410.5,-2723.5,-1.9237730957842634,6
2023-05-03,138847.25,136084.75,-1612.0,-1150.5,-2762.5,-1.9895964810250113,6
2023-05-04,136084.75,138454.0,-406.25,2775.5,2369.25,1.7410106569619301,2
2023-05-05,138454.0,138941.5,2340.0,-1852.5,487.5,0.3521025033585162,3
2023-05-08,138941.5,138870.0,-1797.25,1725.75,-71.5,-0.0514605067600393,4
2023-05-09,138870.0,139029.25,1742.0,-1582.75,159.25,0.11467559588103982,4
2023-05-10,139029.25,137943.75,-2843.75,1758.25,-1085.5,-0.7807709528750245,4
2023-05-11,137943.75,139838.5,1550.25,344.5,1894.75,1.3735671242807304,2
2023-05-12,139838.5,141232.75,-1238.25,2632.5,1394.25,0.9970430174808796,4
2023-05-15,141232.75,142796.0,783.25,780.0,1563.25,1.1068608378722358,4
2023-05-16,142796.0,144307.25,3045.25,-1534.0,1511.25,1.0583279643687498,3
2023-05-17,144307.25,147937.5,2135.25,1495.0,3630.25,2.515639373628144,4
2023-05-18,147937.5,148311.25,1335.75,-962.0,373.75,0.25264047317279253,2
2023-05-19,148311.25,147385.0,-2314.0,1387.75,-926.25,-0.6245311802037944,4
2023-05-22,147385.0,143748.25,-3282.5,-354.25,-3636.75,-2.467517047189334,5
2023-05-23,143748.25,142571.75,-965.25,-211.25,-1176.5,-0.8184447462838678,4
2023-05-24,142571.75,144255.25,2671.5,-988.0,1683.5,1.1808089611020416,4
2023-05-25,144255.25,145617.0,97.5,1264.25,1361.75,0.9439864407014649,3
2023-05-26,145617.0,146832.5,-1748.5,2964.0,1215.5,0.83472396766861,4
2023-05-29,146832.5,145308.25,273.0,-1797.25,-1524.25,-1.0380876168423203,5
2023-05-30,145308.25,145695.0,614.25,-227.5,386.75,0.26615832204984924,4
2023-05-31,145695.0,145077.5,312.0,-929.5,-617.5,-0.423830605031058,5
2023-06-01,145077.5,146085.0,2028.0,-1020.5,1007.5,0.6944564112284813,5
2023-06-02,146085.0,145363.5,-2008.5,1287.0,-721.5,-0.49389054317691755,3
2023-06-05,145363.5,145786.0,1105.0,-682.5,422.5,0.2906506791594864,4
2023-06-06,145786.0,147372.0,377.0,1209.0,1586.0,1.0878959570877862,3
2023-06-07,147372.0,147521.5,-1101.75,1251.25,149.5,0.10144396493228021,4
2023-06-08,147521.5,147534.5,2362.75,-2349.75,13.0,0.008812274820958301,3
2023-06-09,147534.5,148249.5,1950.0,-1235.0,715.0,0.484632408013041,4
2023-06-12,148249.5,146676.5,-2106.0,533.0,-1573.0,-1.0610491097777734,4
2023-06-13,146676.5,146299.5,123.5,-500.5,-377.0,-0.25702822197148145,5
2023-06-14,146299.5,147554.0,-269.75,1524.25,1254.5,0.8574875512219795,3
2023-06-15,147554.0,145493.5,1205.75,-3266.25,-2060.5,-1.39643791425512,4
2023-06-16,145493.5,144434.0,-1339.0,279.5,-1059.5,-0.7282112259310554,5
2023-06-19,144434.0,146809.75,2057.25,318.5,2375.75,1.6448689366769595,4
2023-06-20,146809.75,147391.5,-1820.0,2401.75,581.75,0.3962611475055301,4
2023-06-21,147391.5,148356.75,243.75,721.5,965.25,0.6548885112099408,3
2023-06-22,148356.75,148733.75,1852.5,-1475.5,377.0,0.25411718711821335,5
2023-06-23,148733.75,148230.0,273.0,-776.75,-503.75,-0.33869246220175314,4
2023-06-26,148230.0,147326.5,-367.25,-536.25,-903.5,-0.6095257370302908,4
2023-06-27,147326.5,148490.0,-604.5,1768.0,1163.5,0.7897425106820566,4
2023-06-28,148490.0,150654.5,477.75,1686.75,2164.5,1.4576739174355176,3
2023-06-30,150654.5,151502.75,-1410.5,2258.75,848.25,0.5630432545990992,3
2023-07-03,151502.75,152045.5,-126.75,669.5,542.75,0.35824432229778,4
2023-07-04,152045.5,152211.25,-1248.0,1413.75,165.75,0.10901342032483698,4
2023-07-05,152211.25,151112.75,-601.25,-497.25,-1098.5,-0.7216943557062964,5
2023-07-06,151112.75,153010.75,-481.0,2379.0,1898.0,1.2560157895346356,3
2023-07-07,153010.75,155081.0,4342.0,-2271.75,2070.25,1.3530095107696682,4
2023-07-10,155081.0,154262.0,-487.5,-331.5,-819.0,-0.5281111161264114,5
2023-07-11,154262.0,154967.25,893.75,-188.5,705.25,0.45717675124139456,4
2023-07-12,154967.25,154548.0,978.25,-1397.5,-419.25,-0.2705410336700174,5
2023-07-13,154548.0,154544.75,1924.0,-1927.25,-3.25,-0.0021029065403628646,2
2023-07-14,154544.75,154580.5,-2307.5,2343.25,35.75,0.023132458397972108,4
2023-07-17,154580.5,155422.25,-1521.0,2362.75,841.75,0.5445382826423772,3
2023-07-18,155422.25,157720.0,1469.0,828.75,2297.75,1.4783919290835128,3
2023-07-19,157720.0,158142.5,-458.25,880.75,422.5,0.2678797869642404,3
2023-07-20,158142.5,159757.75,-1517.75,3133.0,1615.25,1.0213889371927216,4
2023-07-21,159757.75,159358.0,2561.0,-2960.75,-399.75,-0.25022260265933893,4
2023-07-24,159358.0,161031.75,3198.0,-1524.25,1673.75,1.0503081112965775,3
2023-07-25,161031.75,161850.75,438.75,380.25,819.0,0.5085953546427956,5
2023-07-26,161850.75,161639.5,-256.75,45.5,-211.25,-0.130521483527262,3
2023-07-27,161639.5,163810.5,2401.75,-230.75,2171.0,1.3431122961899784,2
2023-07-28,163810.5,164327.25,-305.5,822.25,516.75,0.31545596893972,4
2023-07-31,164327.25,165838.5,-1124.5,2635.75,1511.25,0.91965879061446,4
2023-08-01,165838.5,165841.75,230.75,-227.5,3.25,0.0019597379378129927,4
2023-08-02,165841.75,169017.0,2044.25,1131.0,3175.25,1.9146264435825116,3
2023-08-03,169017.0,168883.75,1846.0,-1979.25,-133.25,-0.07883822337398012,5
2023-08-04,168883.75,167457.0,-2395.25,968.5,-1426.75,-0.8448118898354638,5
2023-08-07,167457.0,167288.0,-1358.5,1189.5,-169.0,-0.10092143057620763,5
2023-08-08,167288.0,167379.0,1030.25,-939.25,91.0,0.05439720721151547,4
2023-08-09,167379.0,169709.25,-468.0,2798.25,2330.25,1.392199738318427,3
2023-08-10,169709.25,169998.5,198.25,91.0,289.25,0.17043855888821616,3
2023-08-11,169998.5,169140.5,-1238.25,380.25,-858.0,-0.5047103356794325,4
2023-08-14,169140.5,170063.5,-1764.75,2687.75,923.0,0.5457001723419288,4
2023-08-16,170063.5,170268.25,-1248.0,1452.75,204.75,0.12039620494697569,5
2023-08-17,170268.25,172608.25,2379.0,-39.0,2340.0,1.374302020488259,4
2023-08-18,172608.25,170544.5,-620.75,-1443.0,-2063.75,-1.1956265126377215,6
2023-08-21,170544.5,170518.5,-2008.5,1982.5,-26.0,-0.015245287886739237,4
2023-08-22,170518.5,170105.75,484.25,-897.0,-412.75,-0.2420558473127549,2
2023-08-23,170105.75,170226.0,-1449.5,1569.75,120.25,0.07069131995832004,3
2023-08-24,170226.0,169624.75,1943.5,-2544.75,-601.25,-0.35320691316250163,4
2023-08-25,169624.75,168061.5,-1579.5,16.25,-1563.25,-0.9215931047798155,4
2023-08-28,168061.5,168578.25,-1144.0,1660.75,516.75,0.3074767272694817,4
2023-08-29,168578.25,168906.5,539.5,-211.25,328.25,0.1947166968455302,4
2023-08-30,168906.5,169790.5,1829.75,-945.75,884.0,0.5233664779034555,2
2023-08-31,169790.5,170349.5,1582.75,-1023.75,559.0,0.32922925605378395,4
2023-09-01,170349.5,170996.25,-1192.75,1839.5,646.75,0.37966063886304335,5
2023-09-04,170996.25,170479.5,-1862.25,1345.5,-516.75,-0.3021996096405623,4
2023-09-05,170479.5,170937.75,-178.75,637.0,458.25,0.2688006475851935,4
2023-09-06,170937.75,169686.5,-191.75,-1059.5,-1251.25,-0.7319916168312733,4
2023-09-07,169686.5,170053.75,-2164.5,2531.75,367.25,0.2164285314388593,3
2023-09-08,170053.75,168191.5,-3721.25,1859.0,-1862.25,-1.0950949332196438,4
2023-09-11,168191.5,168571.75,-1439.75,1820.0,380.25,0.22608157962798356,4
2023-09-12,168571.75,167925.0,-741.0,94.25,-646.75,-0.38366452267357964,3
2023-09-13,167925.0,170765.5,328.25,2512.25,2840.5,1.6915289563793359,4
2023-09-14,170765.5,172803.25,1998.75,39.0,2037.75,1.1933030969370277,4
2023-09-15,172803.25,171958.25,-1254.5,409.5,-845.0,-0.4889954326669203,5
2023-09-18,171958.25,172566.0,1527.5,-919.75,607.75,0.3534288119354553,5
2023-09-20,172566.0,175832.25,3578.25,-312.0,3266.25,1.8927540767010882,3
2023-09-21,175832.25,175179.0,1290.25,-1943.5,-653.25,-0.371518876656586,3
2023-09-22,175179.0,169000.75,-4407.0,-1771.25,-6178.25,-3.5268211372367695,4
2023-09-25,169000.75,168240.25,-832.0,71.5,-760.5,-0.4499980029674424,4
2023-09-26,168240.25,167697.5,767.0,-1309.75,-542.75,-0.3226041330775483,4
2023-09-27,167697.5,167476.5,-2499.25,2278.25,-221.0,-0.13178491032961134,5
2023-09-28,167476.5,166384.5,1787.5,-2879.5,-1092.0,-0.6520317775926772,4
2023-09-29,166384.5,166612.0,-1209.0,1436.5,227.5,0.1367314864064862,3
2023-10-03,166612.0,165071.5,-2811.25,1270.75,-1540.5,-0.9246032698725182,4
2023-10-04,165071.5,164054.25,-1979.25,962.0,-1017.25,-0.6162481106671956,4
2023-10-05,164054.25,162988.25,932.75,-1998.75,-1066.0,-0.6497850558580469,5
2023-10-06,162988.25,161152.0,-1846.0,9.75,-1836.25,-1.12661495537255,5
2023-10-09,161152.0,160264.75,1433.25,-2320.5,-887.25,-0.5505671664019063,4
2023-10-10,160264.75,160222.5,-1222.0,1179.75,-42.25,-0.02636262808883426,4
2023-10-11,160222.5,160222.5,529.75,-529.75,0.0,0.0,5
2023-10-12,160222.5,161893.0,380.25,1290.25,1670.5,1.0426126168297212,4
2023-10-13,161893.0,163524.5,455.0,1176.5,1631.5,1.0077643875893338,5
2023-10-16,163524.5,163430.25,-910.0,815.75,-94.25,-0.057636623258288514,4
2023-10-17,163430.25,163540.75,913.25,-802.75,110.5,0.06761294191252844,5
2023-10-18,163540.75,165256.75,2938.0,-1222.0,1716.0,1.0492797666636604,3
2023-10-19,165256.75,165604.5,-1725.75,2073.5,347.75,0.21043013371617195,4
2023-10-20,165604.5,165923.0,1404.0,-1085.5,318.5,0.19232569163277569,3
2023-10-23,165923.0,168207.75,3162.25,-877.5,2284.75,1.3769941478878758,2
2023-10-25,168207.75,172432.75,3932.5,292.5,4225.0,2.5117748736309715,3
2023-10-26,172432.75,174714.25,2483.0,-201.5,2281.5,1.3231245224587556,3
2023-10-27,174714.25,173859.5,-1781.0,926.25,-854.75,-0.489227409899307,5
2023-10-30,173859.5,175123.75,-2242.5,3506.75,1264.25,0.7271676267330804,3
2023-10-31,175123.75,173602.75,-1959.75,438.75,-1521.0,-0.8685286832882462,3
2023-11-01,173602.75,173667.75,2580.5,-2515.5,65.0,0.037441803197241975,3
2023-11-02,173667.75,174334.0,-838.5,1504.75,666.25,0.3836348429688299,3
2023-11-03,174334.0,173794.5,627.25,-1166.75,-539.5,-0.3094634437344408,3
2023-11-06,173794.5,174321.0,-760.5,1287.0,526.5,0.3029439942000466,5
2023-11-07,174321.0,174321.0,0.0,0.0,0.0,0.0,0
2023-11-08,174321.0,173248.5,-692.25,-380.25,-1072.5,-0.6152442907050786,4
2023-11-09,173248.5,173794.5,477.75,68.25,546.0,0.3151542437596862,6
2023-11-10,173794.5,174844.25,-809.25,1859.0,1049.75,0.6040179637445374,4
2023-11-12,174844.25,174844.25,0.0,0.0,0.0,0.0,0
2023-11-13,174844.25,175221.25,-497.25,874.25,377.0,0.21562047365012005,3
2023-11-15,175221.25,175985.0,-750.75,1514.5,763.75,0.4358774977350065,5
2023-11-16,175985.0,174366.5,-2544.75,926.25,-1618.5,-0.9196806546012444,3
2023-11-17,174366.5,173264.75,698.75,-1800.5,-1101.75,-0.631858757272756,4
2023-11-20,173264.75,173901.75,1543.75,-906.75,637.0,0.3676454674133082,5
2023-11-21,173901.75,173843.25,-539.5,481.0,-58.5,-0.033639684477010726,3
2023-11-22,173843.25,176134.5,308.75,1982.5,2291.25,1.317997678943531,4
2023-11-23,176134.5,179072.5,2340.0,598.0,2938.0,1.6680434554275283,3
2023-11-24,179072.5,179660.75,39.0,549.25,588.25,0.3284982339555208,3
2023-11-28,179660.75,179404.0,-1787.5,1530.75,-256.75,-0.14290823120798507,4
2023-11-29,179404.0,180210.0,-1088.75,1894.75,806.0,0.44926534525428646,5
2023-11-30,180210.0,176147.5,-6337.5,2275.0,-4062.5,-2.254314410964985,4
2023-12-01,176147.5,174363.25,-1469.0,-315.25,-1784.25,-1.012929505102258,4
2023-12-04,174363.25,174688.25,-1118.0,1443.0,325.0,0.18639248809597206,4
2023-12-05,174688.25,175910.25,-130.0,1352.0,1222.0,0.6995318803640199,4
2023-12-06,175910.25,174925.5,-393.25,-591.5,-984.75,-0.5598025129291784,4
2023-12-07,174925.5,178627.25,1205.75,2496.0,3701.75,2.116186605154766,3
2023-12-08,178627.25,178019.5,1329.25,-1937.0,-607.75,-0.3402336429632097,4
2023-12-11,178019.5,178110.5,-58.5,149.5,91.0,0.051117995500492924,3
2023-12-12,178110.5,180219.75,2057.25,52.0,2109.25,1.1842367519040147,4
2023-12-13,180219.75,178633.75,-2024.75,438.75,-1586.0,-0.8800367329329888,3
2023-12-14,178633.75,179592.5,-724.75,1683.5,958.75,0.536712687272142,4
2023-12-15,179592.5,178643.5,-2977.0,2028.0,-949.0,-0.5284185029998468,2
2023-12-18,178643.5,179813.5,1891.5,-721.5,1170.0,0.6549356679644095,4
2023-12-19,179813.5,179972.75,-2596.75,2756.0,159.25,0.088563984350452,4
2023-12-20,179972.75,182663.75,4192.5,-1501.5,2691.0,1.4952263606573772,3
2023-12-21,182663.75,179989.0,-5479.5,2804.75,-2674.75,-1.464302577824007,4
2023-12-22,179989.0,180135.25,1072.5,-926.25,146.25,0.08125496558122997,4
2023-12-26,180135.25,183593.25,1657.5,1800.5,3458.0,1.919668693384554,2
2023-12-27,183593.25,182358.25,-2395.25,1160.25,-1235.0,-0.6726826830507113,5
2023-12-28,182358.25,182589.0,-1612.0,1842.75,230.75,0.12653663873172724,5
2023-12-29,182589.0,181601.0,-1829.75,841.75,-988.0,-0.5411059811927333,6
2024-01-01,181601.0,181835.0,-1189.5,1423.5,234.0,0.1288539160026652,4
2024-01-02,181835.0,184792.5,1176.5,1781.0,2957.5,1.6264745511040228,2
2024-01-03,184792.5,185780.5,3653.0,-2665.0,988.0,0.5346537332413382,4
2024-01-04,185780.5,186736.0,-1228.5,2184.0,955.5,0.5143166263413006,4
2024-01-05,186736.0,187018.75,1365.0,-1082.25,282.75,0.15141697369548454,4
2024-01-08,187018.75,188214.75,3064.75,-1868.75,1196.0,0.6395080707148347,4
2024-01-09,188214.75,191282.75,3591.25,-523.25,3068.0,1.630052904992834,4
2024-01-10,191282.75,186726.25,-3029.0,-1527.5,-4556.5,-2.382075749120085,5
2024-01-11,186726.25,188962.25,2928.25,-692.25,2236.0,1.1974749131415643,4
2024-01-12,188962.25,188764.0,-2746.25,2548.0,-198.25,-0.10491513516588631,4
2024-01-15,188764.0,187733.75,-3692.0,2661.75,-1030.25,-0.5457873323303172,4
2024-01-16,187733.75,189014.25,3185.0,-1904.5,1280.5,0.6820830031893573,3
2024-01-17,189014.25,193372.5,4836.0,-477.75,4358.25,2.305778532570957,3
2024-01-18,193372.5,191110.5,-5102.5,2840.5,-2262.0,-1.1697630221463755,4
2024-01-19,191110.5,190330.5,-520.0,-260.0,-780.0,-0.4081408399852441,4
2024-01-20,190330.5,192088.75,2063.75,-305.5,1758.25,0.9237878322181678,4
2024-01-23,192088.75,199619.0,8063.25,-533.0,7530.25,3.9201931398897645,2
2024-01-24,199619.0,198631.0,-1901.25,913.25,-988.0,-0.49494286616003486,4
2024-01-25,198631.0,206262.0,3493.75,4137.25,7631.0,3.841797101157422,2
2024-01-29,206262.0,206278.25,-2229.5,2245.75,16.25,0.007878329503253144,4
2024-01-30,206278.25,210145.75,6870.5,-3003.0,3867.5,1.874894711391046,3
2024-01-31,210145.75,212024.25,-1183.0,3061.5,1878.5,0.8939033979987699,3
2024-02-01,212024.25,213376.25,5564.0,-4212.0,1352.0,0.6376629088417952,4
2024-02-02,213376.25,218927.25,6129.5,-578.5,5551.0,2.6015078997779746,4
2024-02-05,218927.25,217292.5,3464.5,-5099.25,-1634.75,-0.7467092378861014,4
2024-02-06,217292.5,214569.0,-4888.0,2164.5,-2723.5,-1.2533796610559498,5
2024-02-07,214569.0,217312.0,2002.0,741.0,2743.0,1.2783766527317553,3
2024-02-08,217312.0,219021.5,2401.75,-692.25,1709.5,0.7866569724635546,4
2024-02-09,219021.5,216824.5,-1101.75,-1095.25,-2197.0,-1.0030978693872519,4
2024-02-12,216824.5,218131.0,4134.0,-2827.5,1306.5,0.6025610574450766,3
2024-02-13,218131.0,219652.0,-2418.0,3939.0,1521.0,0.697287409859213,3
2024-02-14,219652.0,223012.5,-2158.0,5518.5,3360.5,1.5299200553602972,4
2024-02-15,223012.5,223181.5,139.75,29.25,169.0,0.07578050557704165,5
2024-02-16,223181.5,220227.25,-3142.75,188.5,-2954.25,-1.3236984248246382,4
2024-02-19,220227.25,219512.25,-3399.5,2684.5,-715.0,-0.32466463618830094,4
2024-02-20,219512.25,221218.5,-3181.75,4888.0,1706.25,0.7772914723437986,4
2024-02-21,221218.5,225453.25,4433.0,-198.25,4234.75,1.9142838415412817,2
2024-02-22,225453.25,224033.0,-4910.75,3490.5,-1420.25,-0.6299532164650543,2
2024-02-23,224033.0,223084.0,2327.0,-3276.0,-949.0,-0.4235983091776658,4
2024-02-26,223084.0,225196.5,1423.5,689.0,2112.5,0.94695271736207,2
2024-02-27,225196.5,223607.25,-3376.75,1787.5,-1589.25,-0.7057170071470916,6
2024-02-28,223607.25,223961.5,3935.75,-3581.5,354.25,0.15842509578736824,4
2024-02-29,223961.5,222775.25,-997.75,-188.5,-1186.25,-0.5296669293606268,3
2024-03-01,222775.25,224384.0,-2353.0,3961.75,1608.75,0.722140363438039,4
2024-03-02,224384.0,224621.25,237.25,0.0,237.25,0.10573392042213349,1
2024-03-04,224621.25,224852.0,-94.25,325.0,230.75,0.1027284818333083,3
2024-03-05,224852.0,224527.0,-477.75,152.75,-325.0,-0.14453951932826925,4
2024-03-06,224527.0,220256.5,-5102.5,832.0,-4270.5,-1.9019984233522025,4
2024-03-07,220256.5,219252.25,-1124.5,120.25,-1004.25,-0.4559456815122369,5
2024-03-11,219252.25,221270.5,3838.25,-1820.0,2018.25,0.9205150688305365,3
2024-03-12,221270.5,223165.25,2726.75,-832.0,1894.75,0.8563048395515896,4
2024-03-13,223165.25,227998.0,7270.25,-2437.5,4832.75,2.1655477275247828,4
2024-03-14,227998.0,233048.5,2271.75,2778.75,5050.5,2.2151510100965797,3
2024-03-15,233048.5,232252.25,-672.75,-123.5,-796.25,-0.34166707788292994,4
2024-03-18,232252.25,232236.0,-3048.5,3032.25,-16.25,-0.00699670293829231,4
2024-03-19,232236.0,234195.75,3422.25,-1462.5,1959.75,0.8438614168345993,4
2024-03-20,234195.75,231690.0,-4959.5,2453.75,-2505.75,-1.0699382888032767,4
2024-03-21,231690.0,229158.25,2041.0,-4572.75,-2531.75,-1.0927316673140834,3
2024-03-22,229158.25,229324.0,-3211.0,3376.75,165.75,0.07232992920830911,4
2024-03-26,229324.0,227942.75,-763.75,-617.5,-1381.25,-0.6023137569552249,5
2024-03-27,227942.75,227026.25,-806.0,-110.5,-916.5,-0.4020746437427819,4
2024-03-28,227026.25,221517.5,-7195.5,1686.75,-5508.75,-2.4264815192075804,4
2024-04-01,221517.5,221936.75,1680.25,-1261.0,419.25,0.18926269933526696,3
2024-04-02,221936.75,222174.0,-286.0,523.25,237.25,0.10689982618921834,3
2024-04-03,222174.0,227286.25,1355.25,3757.0,5112.25,2.3010118195648457,3
2024-04-04,227286.25,224822.75,-5479.5,3016.0,-2463.5,-1.0838755094071904,4
2024-04-05,224822.75,225635.25,-971.75,1784.25,812.5,0.3613958106997624,3
2024-04-08,225635.25,226545.25,-760.5,1670.5,910.0,0.4033057777984601,3
2024-04-09,226545.25,228128.0,2798.25,-1215.5,1582.75,0.6986462969318491,4
2024-04-10,228128.0,229359.75,204.75,1027.0,1231.75,0.5399381049235517,5
2024-04-12,229359.75,230978.25,3357.25,-1738.75,1618.5,0.705659994833444,4
2024-04-15,230978.25,232850.25,3799.25,-1927.25,1872.0,0.810465920492514,2
2024-04-16,232850.25,234117.75,468.0,799.5,1267.5,0.5443412665436262,4
2024-04-18,234117.75,219863.25,-1017.25,-13237.25,-14254.5,-6.088602850488697,4
