datetime,open,high,low,close,volume,oi,iv,spot,api_strike,strike,strike_label,option_type,atm,date
2026-02-20 09:15:00+05:30,35.7,39.7,20.0,20.0,3663985,10278060,14.187053,25465.85,25000.0,24950,ATM-9,PUT,25400,2026-02-20
2026-02-20 09:16:00+05:30,19.75,22.3,19.75,20.95,2142270,10429835,14.438289,25469.05,25000.0,24950,ATM-9,PUT,25400,2026-02-20
2026-02-20 09:17:00+05:30,21.0,26.3,20.95,26.3,1714765,10429835,14.817005,25440.85,25000.0,24950,ATM-9,PUT,25400,2026-02-20
2026-02-20 09:18:00+05:30,26.2,29.0,24.4,27.0,1443000,10429835,14.822591,25435.55,25000.0,24950,ATM-9,PUT,25400,2026-02-20
2026-02-20 09:19:00+05:30,26.4,27.7,23.9,24.15,1105390,11041420,14.699441,25452.9,25000.0,24950,ATM-9,PUT,25400,2026-02-20
2026-02-20 09:20:00+05:30,23.95,25.2,23.05,23.75,880035,11041420,14.772797,25459.75,25000.0,24950,ATM-9,PUT,25400,2026-02-20
2026-02-20 09:21:00+05:30,23.95,24.45,22.7,24.3,748800,11041420,14.990334,25465.3,25000.0,24950,ATM-9,PUT,25400,2026-02-20
2026-02-20 09:22:00+05:30,24.0,24.6,23.45,23.9,882115,11334570,14.971374,25467.8,25000.0,24950,ATM-9,PUT,25400,2026-02-20
2026-02-20 09:23:00+05:30,23.6,26.3,23.55,26.2,783965,11334570,15.03732,25451.6,25000.0,24950,ATM-9,PUT,25400,2026-02-20
2026-02-20 09:24:00+05:30,26.4,28.4,25.85,28.3,934895,11334570,14.968934,25432.0,25000.0,24950,ATM-9,PUT,25400,2026-02-20
2026-02-20 09:25:00+05:30,24.65,26.45,24.1,26.4,373165,1381315,15.309039,25411.2,24950.0,24950,ATM-9,PUT,25400,2026-02-20
2026-02-20 09:26:00+05:30,26.2,26.4,24.45,25.05,320645,1381315,15.234415,25418.85,24950.0,24950,ATM-9,PUT,25400,2026-02-20
2026-02-20 09:27:00+05:30,24.8,25.95,24.15,24.55,197990,1381315,15.24993,25423.8,24950.0,24950,ATM-9,PUT,25400,2026-02-20
2026-02-20 09:28:00+05:30,24.65,27.5,24.55,27.25,198510,1474330,15.378785,25407.45,24950.0,24950,ATM-9,PUT,25400,2026-02-20
2026-02-20 09:29:00+05:30,27.2,33.25,26.65,31.85,616200,1474330,15.573027,25381.75,24950.0,24950,ATM-9,PUT,25400,2026-02-20
2026-02-20 09:30:00+05:30,31.7,32.95,26.5,26.5,452595,1474330,15.615747,25424.45,24950.0,24950,ATM-9,PUT,25400,2026-02-20
2026-02-20 09:31:00+05:30,26.8,29.45,26.5,29.1,224770,1401400,15.5932,25402.75,24950.0,24950,ATM-9,PUT,25400,2026-02-20
2026-02-20 09:32:00+05:30,33.6,34.25,29.2,29.4,1251575,11769225,15.114122,25430.0,25000.0,24950,ATM-9,PUT,25400,2026-02-20
2026-02-20 09:33:00+05:30,29.5,29.55,26.4,26.7,1446120,11769225,15.141906,25451.95,25000.0,24950,ATM-9,PUT,25400,2026-02-20
2026-02-20 09:34:00+05:30,26.7,27.35,25.25,25.5,931255,12025845,15.241355,25466.35,25000.0,24950,ATM-9,PUT,25400,2026-02-20
2026-02-20 09:35:00+05:30,25.6,26.25,24.15,25.3,1257945,12025845,15.26099,25468.9,25000.0,24950,ATM-9,PUT,25400,2026-02-20
2026-02-20 09:36:00+05:30,28.45,29.15,27.8,28.85,178425,1730560,14.90089,25475.5,25050.0,24950,ATM-9,PUT,25400,2026-02-20
2026-02-20 09:37:00+05:30,25.75,27.3,25.35,26.5,1061255,12215515,15.571461,25473.4,25000.0,24950,ATM-9,PUT,25400,2026-02-20
2026-02-20 09:38:00+05:30,26.55,28.9,26.45,28.1,776360,12215515,15.594449,25461.55,25000.0,24950,ATM-9,PUT,25400,2026-02-20
2026-02-20 09:39:00+05:30,28.2,28.7,27.05,27.35,486655,12215515,15.63732,25469.45,25000.0,24950,ATM-9,PUT,25400,2026-02-20
2026-02-20 09:40:00+05:30,27.25,30.15,27.25,28.65,539890,12094355,15.601811,25457.5,25000.0,24950,ATM-9,PUT,25400,2026-02-20
2026-02-20 09:41:00+05:30,28.55,29.8,28.2,29.5,569400,12094355,15.637911,25452.6,25000.0,24950,ATM-9,PUT,25400,2026-02-20
2026-02-20 09:42:00+05:30,29.5,29.95,26.4,27.1,673725,12094355,15.663801,25472.55,25000.0,24950,ATM-9,PUT,25400,2026-02-20
2026-02-20 09:43:00+05:30,30.3,30.85,28.6,29.2,126880,1782690,15.080097,25480.7,25050.0,24950,ATM-9,PUT,25400,2026-02-20
2026-02-20 09:44:00+05:30,29.4,30.1,28.6,29.45,96655,1782690,15.142923,25481.65,25050.0,24950,ATM-9,PUT,25400,2026-02-20
2026-02-20 09:45:00+05:30,29.3,30.1,28.55,29.2,127400,1782690,15.247359,25488.2,25050.0,24950,ATM-9,PUT,25400,2026-02-20
2026-02-20 09:46:00+05:30,29.4,29.7,28.8,29.45,75660,1770795,15.322488,25489.7,25050.0,24950,ATM-9,PUT,25400,2026-02-20
2026-02-20 09:47:00+05:30,29.6,29.85,27.95,28.65,130325,1770795,15.367622,25497.75,25050.0,24950,ATM-9,PUT,25400,2026-02-20
2026-02-20 09:48:00+05:30,28.75,28.8,26.35,27.2,231725,1770795,15.419873,25511.45,25050.0,24950,ATM-9,PUT,25400,2026-02-20
2026-02-20 09:49:00+05:30,27.15,28.55,27.15,27.8,180765,1732835,15.450339,25508.05,25050.0,24950,ATM-9,PUT,25400,2026-02-20
2026-02-20 09:50:00+05:30,27.8,27.95,26.85,27.55,118690,1732835,15.681312,25520.7,25050.0,24950,ATM-9,PUT,25400,2026-02-20
2026-02-20 09:51:00+05:30,27.55,28.1,27.25,27.55,84370,1732835,15.681351,25520.65,25050.0,24950,ATM-9,PUT,25400,2026-02-20
2026-02-20 09:52:00+05:30,27.4,29.0,27.35,28.95,169325,1752010,15.515938,25502.0,25050.0,24950,ATM-9,PUT,25400,2026-02-20
2026-02-20 09:53:00+05:30,28.8,29.6,28.65,29.25,139165,1752010,15.562616,25501.8,25050.0,24950,ATM-9,PUT,25400,2026-02-20
2026-02-20 09:54:00+05:30,29.3,29.9,27.9,28.0,84565,1752010,15.403106,25504.05,25050.0,24950,ATM-9,PUT,25400,2026-02-20
