Date,Leg,Entry_Time,Strike,Sell_Price,Exit_Time,Exit_Price,Qty,Premium_Collected,PnL,Reason,Capital_After,Spot_945,Slope_CE,Slope_PE
2023-01-30,PE,09:45,17600,154.4,10:44,186.45,65,10036.0,-2083.25,SL Hit (186.45 >= 185.28),122607.0,17613.5,76.4,-95.45
2023-01-31,CE,09:45,17600,162.15,13:14,195.15,65,10539.75,-2145.0,SL Hit (195.15 >= 194.58),120462.0,17575.3008,-64.7,44.9
2023-02-01,CE,09:45,17750,151.9,11:05,187.0,65,9873.5,-2281.5,SL Hit (187.00 >= 182.28),118180.5,17765.25,-16.85,-4.75
2023-02-02,PE,09:45,17600,67.55,09:55,86.55,65,4390.75,-1235.0,SL Hit (86.55 >= 81.06),116945.5,17612.5508,31.45,-59.5
2023-02-03,CE,09:45,17650,148.75,13:40,184.65,65,9668.75,-2333.5,SL Hit (184.65 >= 178.50),114612.0,17661.4004,-37.45,8.2
2023-02-06,CE,09:45,17800,107.3,15:15,85.0,65,6974.5,1449.5,Settlement 15:15,116061.5,17792.75,-14.15,1.6
2023-02-07,CE,09:45,17750,95.7,10:40,118.7,65,6220.5,-1495.0,SL Hit (118.70 >= 114.84),114566.5,17734.4004,-20.8,12.4
2023-02-08,PE,09:45,17850,78.45,10:49,94.6,65,5099.25,-1049.75,SL Hit (94.60 >= 94.14),113516.75,17844.3496,24.1,-54.0
2023-02-09,CE,09:45,17800,37.15,09:50,49.3,65,2414.75,-789.75,SL Hit (49.30 >= 44.58),112727.0,17789.4492,-36.3,14.9
2023-02-10,CE,09:45,17800,116.25,11:00,139.7,65,7556.25,-1524.25,SL Hit (139.70 >= 139.50),111202.75,17815.6504,-21.85,7.4
2023-02-13,CE,09:45,17800,100.2,15:15,77.0,65,6513.0,1508.0,Settlement 15:15,112710.75,17819.1504,-25.85,13.3
2023-02-14,CE,09:45,17800,86.95,10:46,104.6,65,5651.75,-1147.25,SL Hit (104.60 >= 104.34),111563.5,17808.0508,-6.25,1.55
2023-02-15,CE,09:45,17850,70.0,10:00,84.75,65,4550.0,-958.75,SL Hit (84.75 >= 84.00),110604.75,17867.0,-19.15,0.35
