Date,Leg,Entry_Time,Strike,Sell_Price,Exit_Time,Exit_Price,Qty,Premium_Collected,PnL,Reason,Capital_After,Spot_945,Slope_CE,Slope_PE
2023-02-16,PE,09:45,18100,26.35,10:21,32.85,65,1712.75,-422.5,SL Hit (32.85 >= 31.62),110182.25,18121.3008,17.6,-20.95
2023-02-17,PE,09:45,18000,84.45,10:16,102.65,65,5489.25,-1183.0,SL Hit (102.65 >= 101.34),108999.25,18016.6992,26.35,-36.05
2023-02-20,PE,09:45,17950,71.8,11:28,87.6,65,4667.0,-1027.0,SL Hit (87.60 >= 86.16),107972.25,17974.8496,5.4,-12.9
2023-02-21,CE,09:45,17850,91.95,10:06,112.05,65,5976.75,-1306.5,SL Hit (112.05 >= 110.34),106665.75,17865.0,-9.55,1.8
2023-02-22,CE,09:45,17700,69.25,15:15,13.9,65,4501.25,3597.75,Settlement 15:15,110263.5,17703.1992,-28.85,14.9
2023-02-23,CE,09:45,17450,61.15,09:51,76.15,65,3974.75,-975.0,SL Hit (76.15 >= 73.38),109288.5,17470.4492,-66.4,20.95
2023-02-24,CE,09:45,17550,111.5,15:15,71.65,65,7247.5,2590.25,Settlement 15:15,111878.75,17538.8496,-27.15,12.7
2023-02-27,CE,09:45,17400,103.85,15:15,94.6,65,6750.25,601.25,Settlement 15:15,112480.0,17399.0508,-6.7,-5.0
2023-02-28,PE,09:45,17400,67.65,10:07,81.4,65,4397.25,-893.75,SL Hit (81.40 >= 81.18),111586.25,17413.5508,4.05,-12.6
2023-03-01,PE,09:45,17400,53.2,15:15,24.7,65,3458.0,1852.5,Settlement 15:15,113438.75,17415.75,18.1,-29.6
2023-03-02,CE,09:45,17400,31.85,15:15,0.1,65,2070.25,2063.75,Settlement 15:15,115502.5,17388.1504,-34.8,18.85
2023-03-03,PE,09:45,17450,71.6,15:15,31.6,65,4654.0,2600.0,Settlement 15:15,118102.5,17463.0508,17.3,-24.4
2023-03-06,PE,09:45,17750,62.5,13:35,75.65,65,4062.5,-854.75,SL Hit (75.65 >= 75.00),117247.75,17759.25,28.55,-31.6
2023-03-08,PE,09:45,17650,53.0,15:15,14.85,65,3445.0,2479.75,Settlement 15:15,119727.5,17673.3496,19.85,-31.4
2023-03-09,CE,09:45,17750,22.8,15:15,0.15,65,1482.0,1472.25,Settlement 15:15,121199.75,17732.5996,-18.7,7.6
2023-03-10,CE,09:45,17350,111.25,10:11,133.65,65,7231.25,-1456.0,SL Hit (133.65 >= 133.50),119743.75,17349.75,-46.15,19.7
2023-03-13,PE,09:45,17450,96.95,11:05,117.1,65,6301.75,-1309.75,SL Hit (117.10 >= 116.34),118434.0,17441.5508,-2.9,-7.6
2023-03-14,PE,09:45,17150,100.15,10:16,121.2,65,6509.75,-1368.25,SL Hit (121.20 >= 120.18),117065.75,17151.25,-1.05,-14.15
2023-03-15,CE,09:45,17150,74.65,15:15,14.25,65,4852.25,3926.0,Settlement 15:15,120991.75,17144.8496,-37.5,19.05
2023-03-16,CE,09:45,16850,59.5,09:54,74.6,65,3867.5,-981.5,SL Hit (74.60 >= 71.40),120010.25,16856.0508,-63.25,23.3
2023-03-17,CE,09:45,17050,148.1,15:12,180.5,65,9626.5,-2106.0,SL Hit (180.50 >= 177.72),117904.25,17065.75,-40.6,16.0
2023-03-20,CE,09:45,16950,121.3,15:15,138.45,65,7884.5,-1114.75,Settlement 15:15,116789.5,16946.9004,-26.1,23.55
2023-03-21,CE,09:45,17050,104.05,13:01,126.15,65,6763.25,-1436.5,SL Hit (126.15 >= 124.86),115353.0,17046.1504,-7.85,6.75
2023-03-22,CE,09:45,17150,83.25,15:15,78.7,65,5411.25,295.75,Settlement 15:15,115648.75,17160.5,-7.35,5.0
2023-03-23,PE,09:45,17100,43.45,15:15,29.85,65,2824.25,884.0,Settlement 15:15,116532.75,17099.5,-4.8,-21.75
2023-03-24,CE,09:45,17050,107.35,09:54,131.95,65,6977.75,-1599.0,SL Hit (131.95 >= 128.82),114933.75,17027.75,-34.4,25.45
2023-03-27,PE,09:45,17000,84.3,15:15,68.9,65,5479.5,1001.0,Settlement 15:15,115934.75,16997.3496,6.45,-15.25
2023-03-28,CE,09:45,17000,88.4,15:15,39.75,65,5746.0,3162.25,Settlement 15:15,119097.0,16993.6992,-14.15,8.6
2023-03-29,PE,09:45,17000,34.0,11:08,43.65,65,2210.0,-627.25,SL Hit (43.65 >= 40.80),118469.75,17014.4492,1.55,-10.8
2023-03-31,PE,09:45,17250,89.75,15:15,61.5,65,5833.75,1836.25,Settlement 15:15,120306.0,17274.4004,35.15,-32.45
2023-04-03,CE,09:45,17350,102.8,15:15,103.05,65,6682.0,-16.25,Settlement 15:15,120289.75,17374.25,-7.15,-3.85
2023-04-05,PE,09:45,17450,55.25,15:15,15.4,65,3591.25,2590.25,Settlement 15:15,122880.0,17465.9004,19.2,-25.25
2023-04-06,CE,09:45,17550,26.75,10:03,44.3,65,1738.75,-1140.75,SL Hit (44.30 >= 32.10),121739.25,17530.75,-2.65,0.7
2023-04-10,PE,09:45,17650,76.2,10:27,92.75,65,4953.0,-1075.75,SL Hit (92.75 >= 91.44),120663.5,17650.5996,2.0,-16.2
2023-04-11,PE,09:45,17700,54.1,11:45,66.75,65,3516.5,-822.25,SL Hit (66.75 >= 64.92),119841.25,17706.75,10.4,-13.5
2023-04-12,PE,09:45,17750,42.35,10:16,53.05,65,2752.75,-695.5,SL Hit (53.05 >= 50.82),119145.75,17759.4004,15.0,-14.7
2023-04-13,PE,09:45,17800,29.25,09:55,35.3,65,1901.25,-393.25,SL Hit (35.30 >= 35.10),118752.5,17809.8008,2.65,-12.15
2023-04-17,CE,09:45,17650,93.35,10:49,112.6,65,6067.75,-1251.25,SL Hit (112.60 >= 112.02),117501.25,17638.25,-62.95,38.4
2023-04-18,CE,09:45,17700,72.5,15:15,42.45,65,4712.5,1953.25,Settlement 15:15,119454.5,17710.25,-10.0,5.45
2023-04-19,CE,09:45,17650,48.5,12:11,58.65,65,3152.5,-659.75,SL Hit (58.65 >= 58.20),118794.75,17639.0996,-2.75,-1.95
2023-04-20,PE,09:45,17650,22.55,09:50,27.9,65,1465.75,-347.75,SL Hit (27.90 >= 27.06),118447.0,17669.5,21.9,-23.45
2023-04-21,CE,09:45,17650,85.6,15:15,81.7,65,5564.0,253.5,Settlement 15:15,118700.5,17625.9004,-16.25,7.0
2023-04-24,CE,09:45,17650,74.1,12:54,89.75,65,4816.5,-1017.25,SL Hit (89.75 >= 88.92),117683.25,17628.4492,-25.45,21.35
2023-04-25,PE,09:45,17750,56.7,15:15,34.75,65,3685.5,1426.75,Settlement 15:15,119110.0,17739.75,-2.4,-3.1
2023-04-26,CE,09:45,17700,64.9,10:06,78.7,65,4218.5,-897.0,SL Hit (78.70 >= 77.88),118213.0,17724.75,-23.7,6.85
2023-04-27,PE,09:45,17850,40.15,15:15,0.1,65,2609.75,2603.25,Settlement 15:15,120816.25,17835.4004,7.75,-22.2
2023-04-28,CE,09:45,17900,109.3,11:44,131.35,65,7104.5,-1433.25,SL Hit (131.35 >= 131.16),119383.0,17911.6504,-25.15,13.7
2023-05-02,PE,09:45,18150,55.95,15:15,57.0,65,3636.75,-68.25,Settlement 15:15,119314.75,18154.699219,4.45,-8.45
2023-05-03,CE,09:45,18050,71.25,10:37,87.15,65,4631.25,-1033.5,SL Hit (87.15 >= 85.50),118281.25,18071.849609,-5.5,-2.45
2023-05-04,PE,09:45,18100,25.35,15:15,0.05,65,1647.75,1644.5,Settlement 15:15,119925.75,18117.050781,11.35,-23.9
2023-05-05,PE,09:45,18200,84.25,11:12,101.2,65,5476.25,-1101.75,SL Hit (101.20 >= 101.10),118824.0,18177.550781,3.15,-15.4
2023-05-08,PE,09:45,18200,70.45,15:15,42.5,65,4579.25,1816.75,Settlement 15:15,120640.75,18195.849609,21.95,-39.05
2023-05-09,PE,09:45,18300,50.1,13:08,61.25,65,3256.5,-724.75,SL Hit (61.25 >= 60.12),119916.0,18315.849609,7.9,-11.7
2023-05-10,CE,09:45,18250,59.45,11:35,74.9,65,3864.25,-1004.25,SL Hit (74.90 >= 71.34),118911.75,18243.25,-27.45,22.1
2023-05-11,CE,09:45,18300,49.9,10:46,60.25,65,3243.5,-672.75,SL Hit (60.25 >= 59.88),118239.0,18317.150391,-17.9,7.55
2023-05-12,CE,09:45,18200,98.7,09:58,118.5,65,6415.5,-1287.0,SL Hit (118.50 >= 118.44),116952.0,18198.400391,-28.8,19.15
2023-05-15,PE,09:45,18350,71.65,15:15,52.75,65,4657.25,1228.5,Settlement 15:15,118180.5,18368.75,21.25,-34.7
2023-05-16,PE,09:45,18400,62.45,10:32,76.4,65,4059.25,-906.75,SL Hit (76.40 >= 74.94),117273.75,18398.45,1.45,-5.65
2023-05-17,CE,09:45,18250,66.45,15:15,20.9,65,4319.25,2960.75,Settlement 15:15,120234.5,18253.9,-9.1,-0.1
2023-05-18,CE,09:45,18250,33.8,15:15,0.1,65,2197.0,2190.5,Settlement 15:15,122425.0,18252.95,-12.05,7.9
2023-05-19,CE,09:45,18100,119.25,11:17,147.2,65,7751.25,-1816.75,SL Hit (147.20 >= 143.10),120608.25,18118.9,-33.3,18.4
2023-05-22,PE,09:45,18300,74.25,10:03,99.75,65,4826.25,-1657.5,SL Hit (99.75 >= 89.10),118950.75,18287.0,39.85,-65.2
2023-05-23,PE,09:45,18400,59.4,14:52,74.75,65,3861.0,-997.75,SL Hit (74.75 >= 71.28),117953.0,18403.25,14.8,-15.6
2023-05-24,PE,09:45,18350,52.85,13:07,65.05,65,3435.25,-793.0,SL Hit (65.05 >= 63.42),117160.0,18336.15,21.55,-30.15
2023-05-25,PE,09:45,18300,42.5,10:08,55.45,65,2762.5,-841.75,SL Hit (55.45 >= 51.00),116318.25,18285.3,0.8,-14.35
2023-05-26,PE,09:45,18400,96.3,15:15,50.1,65,6259.5,3003.0,Settlement 15:15,119321.25,18381.25,11.75,-24.1
2023-05-29,CE,09:45,18600,93.35,15:15,77.1,65,6067.75,1056.25,Settlement 15:15,120377.5,18622.4,-2.35,0.3
2023-05-30,PE,09:45,18650,68.85,10:51,84.2,65,4475.25,-997.75,SL Hit (84.20 >= 82.62),119379.75,18640.65,22.55,-35.15
2023-05-31,CE,09:45,18550,60.4,15:15,46.2,65,3926.0,923.0,Settlement 15:15,120302.75,18557.7,-25.15,11.1
2023-06-01,PE,09:45,18550,28.9,12:07,35.65,65,1878.5,-438.75,SL Hit (35.65 >= 34.68),119864.0,18559.1,8.7,-22.2
2023-06-02,PE,09:45,18550,80.25,09:53,96.6,65,5216.25,-1062.75,SL Hit (96.60 >= 96.30),118801.25,18551.15,-1.35,-8.3
2023-06-05,PE,09:45,18600,56.05,15:15,54.85,65,3643.25,78.0,Settlement 15:15,118879.25,18613.15,-2.1,-2.5
2023-06-06,PE,09:45,18600,51.85,09:56,62.5,65,3370.25,-692.25,SL Hit (62.50 >= 62.22),118187.0,18609.45,8.35,-10.3
2023-06-07,PE,09:45,18650,39.35,15:15,17.75,65,2557.75,1404.0,Settlement 15:15,119591.0,18658.85,-2.45,-2.8
2023-06-08,PE,09:45,18750,33.8,11:48,43.4,65,2197.0,-624.0,SL Hit (43.40 >= 40.56),118967.0,18747.6,3.45,-5.1
2023-06-09,CE,09:45,18650,88.45,15:15,59.4,65,5749.25,1888.25,Settlement 15:15,120855.25,18633.05,-20.95,8.55
2023-06-12,CE,09:45,18600,79.3,10:36,96.2,65,5154.5,-1098.5,SL Hit (96.20 >= 95.16),119756.75,18583.1,-7.4,2.45
2023-06-13,PE,09:45,18700,53.65,15:15,43.45,65,3487.25,663.0,Settlement 15:15,120419.75,18698.55,9.15,-15.55
2023-06-14,CE,09:45,18700,56.85,10:51,69.15,65,3695.25,-799.5,SL Hit (69.15 >= 68.22),119620.25,18703.4,-22.85,14.8
2023-06-15,PE,09:45,18750,24.35,11:20,32.4,65,1582.75,-523.25,SL Hit (32.40 >= 29.22),119097.0,18759.65,5.85,-17.65
2023-06-16,PE,09:45,18750,58.25,15:15,40.55,65,3786.25,1150.5,Settlement 15:15,120247.5,18773.5,22.95,-21.55
2023-06-19,CE,09:45,18850,77.7,15:15,44.95,65,5050.5,2128.75,Settlement 15:15,122376.25,18840.4,-10.65,5.55
2023-06-20,CE,09:45,18700,70.35,11:40,84.55,65,4572.75,-923.0,SL Hit (84.55 >= 84.42),121453.25,18697.95,-31.4,15.6
2023-06-21,PE,09:45,18850,51.75,10:44,62.45,65,3363.75,-695.5,SL Hit (62.45 >= 62.10),120757.75,18852.4,8.15,-11.65
2023-06-22,PE,09:45,18850,32.1,11:19,43.2,65,2086.5,-721.5,SL Hit (43.20 >= 38.52),120036.25,18861.05,4.25,-10.15
2023-06-23,CE,09:45,18650,125.3,12:35,153.0,65,8144.5,-1800.5,SL Hit (153.00 >= 150.36),118235.75,18668.0,-27.1,12.85
2023-06-26,PE,09:45,18700,60.85,09:57,74.65,65,3955.25,-897.0,SL Hit (74.65 >= 73.02),117338.75,18705.8,10.85,-15.15
2023-06-27,CE,09:45,18750,51.05,14:17,65.6,65,3318.25,-945.75,SL Hit (65.60 >= 61.26),116393.0,18735.0,-5.75,0.7
2023-06-28,PE,09:45,18850,27.35,15:15,0.15,65,1777.75,1768.0,Settlement 15:15,118161.0,18870.8,1.75,-5.15
2023-06-30,PE,09:45,19100,83.45,15:15,48.35,65,5424.25,2281.5,Settlement 15:15,120442.5,19101.1,21.05,-28.8
2023-07-03,PE,09:45,19300,82.55,15:15,63.45,65,5365.75,1241.5,Settlement 15:15,121684.0,19298.45,27.9,-18.0
2023-07-04,CE,09:45,19350,70.4,12:18,85.1,65,4576.0,-955.5,SL Hit (85.10 >= 84.48),120728.5,19347.95,-18.5,9.0
2023-07-05,PE,09:45,19400,80.1,15:15,40.7,65,5206.5,2561.0,Settlement 15:15,123289.5,19375.0,3.4,-7.2
2023-07-06,PE,09:45,19400,42.45,15:15,0.1,65,2759.25,2752.75,Settlement 15:15,126042.25,19410.6,7.5,-14.3
2023-07-07,PE,09:45,19500,110.85,10:46,133.6,65,7205.25,-1478.75,SL Hit (133.60 >= 133.02),124563.5,19489.15,7.6,-19.45
2023-07-10,PE,09:45,19400,82.1,11:38,100.6,65,5336.5,-1202.5,SL Hit (100.60 >= 98.52),123361.0,19401.85,5.95,-15.35
2023-07-11,PE,09:45,19450,54.5,15:15,54.25,65,3542.5,16.25,Settlement 15:15,123377.25,19471.4,18.2,-27.0
2023-07-12,CE,09:45,19450,68.1,15:15,29.25,65,4426.5,2525.25,Settlement 15:15,125902.5,19466.45,-14.4,5.7
2023-07-13,PE,09:45,19500,29.35,13:59,35.65,65,1907.75,-409.5,SL Hit (35.65 >= 35.22),125493.0,19524.2,20.5,-29.15
2023-07-14,CE,09:45,19450,107.35,13:13,131.3,65,6977.75,-1556.75,SL Hit (131.30 >= 128.82),123936.25,19468.45,-22.7,14.3
2023-07-17,PE,09:45,19600,82.0,15:15,41.95,65,5330.0,2603.25,Settlement 15:15,126539.5,19593.85,2.55,-6.3
2023-07-18,CE,09:45,19750,76.25,10:55,91.55,65,4956.25,-994.5,SL Hit (91.55 >= 91.50),125545.0,19755.45,-13.7,13.8
2023-07-19,PE,09:45,19800,59.7,10:43,72.0,65,3880.5,-799.5,SL Hit (72.00 >= 71.64),124745.5,19813.8,2.0,-12.05
2023-07-20,CE,09:45,19750,66.1,10:02,80.65,65,4296.5,-945.75,SL Hit (80.65 >= 79.32),123799.75,19774.95,-28.7,9.95
2023-07-21,CE,09:45,19800,140.4,15:15,101.65,65,9126.0,2518.75,Settlement 15:15,126318.5,19819.85,-35.4,18.05
2023-07-24,CE,09:45,19700,114.25,10:15,138.4,65,7426.25,-1569.75,SL Hit (138.40 >= 137.10),124748.75,19712.15,-19.6,5.15
2023-07-25,CE,09:45,19700,82.65,15:15,62.9,65,5372.25,1283.75,Settlement 15:15,126032.5,19688.85,-12.05,7.35
2023-07-26,PE,09:45,19750,58.6,15:15,43.85,65,3809.0,958.75,Settlement 15:15,126991.25,19759.3,16.1,-22.05
2023-07-27,PE,09:45,19850,36.3,09:49,50.25,65,2359.5,-906.75,SL Hit (50.25 >= 43.56),126084.5,19852.8,-1.7,-6.7
2023-07-28,CE,09:45,19650,116.3,15:15,105.1,65,7559.5,728.0,Settlement 15:15,126812.5,19644.85,-4.8,-4.0
2023-07-31,PE,09:45,19650,84.8,15:15,36.45,65,5512.0,3142.75,Settlement 15:15,129955.25,19643.55,-1.0,-7.1
2023-08-01,CE,09:45,19750,79.15,15:15,57.15,65,5144.75,1430.0,Settlement 15:15,131385.25,19764.55,-6.35,-0.55
2023-08-02,CE,09:45,19600,69.95,15:15,27.45,65,4546.75,2762.5,Settlement 15:15,134147.75,19619.05,-25.75,9.3
2023-08-03,PE,09:45,19500,57.1,12:14,69.9,65,3711.5,-832.0,SL Hit (69.90 >= 68.52),133315.75,19488.9,14.65,-24.55
2023-08-04,CE,09:45,19450,96.5,10:10,118.6,65,6272.5,-1436.5,SL Hit (118.60 >= 115.80),131879.25,19438.5,-23.5,18.6
2023-08-07,CE,09:45,19550,88.4,12:53,107.45,65,5746.0,-1238.25,SL Hit (107.45 >= 106.08),130641.0,19559.3,-5.9,0.4
2023-08-08,CE,09:45,19600,68.2,15:15,47.0,65,4433.0,1378.0,Settlement 15:15,132019.0,19592.15,-11.2,12.45
2023-08-09,CE,09:45,19500,66.7,14:33,82.7,65,4335.5,-1040.0,SL Hit (82.70 >= 80.04),130979.0,19513.6,-22.1,15.25
2023-08-10,CE,09:45,19600,42.2,10:05,62.25,65,2743.0,-1303.25,SL Hit (62.25 >= 50.64),129675.75,19588.55,-5.0,5.0
2023-08-11,CE,09:45,19500,92.25,15:15,76.0,65,5996.25,1056.25,Settlement 15:15,130732.0,19478.2,-22.0,12.65
2023-08-14,CE,09:45,19300,93.6,12:02,113.0,65,6084.0,-1261.0,SL Hit (113.00 >= 112.32),129471.0,19311.1,-23.4,9.1
2023-08-16,PE,09:45,19400,74.8,15:15,25.7,65,4862.0,3191.5,Settlement 15:15,132662.5,19375.35,13.35,-35.5
2023-08-17,CE,09:45,19400,43.05,15:15,0.05,65,2798.25,2795.0,Settlement 15:15,135457.5,19403.65,-18.55,7.7
2023-08-18,CE,09:45,19300,87.25,14:03,106.75,65,5671.25,-1267.5,SL Hit (106.75 >= 104.70),134190.0,19283.75,-8.9,-1.15
2023-08-21,PE,09:45,19350,82.65,09:50,101.5,65,5372.25,-1225.25,SL Hit (101.50 >= 99.18),132964.75,19356.95,4.3,-12.0
2023-08-22,PE,09:45,19450,83.7,09:54,110.25,65,5440.5,-1725.75,SL Hit (110.25 >= 100.44),131239.0,19439.5,8.5,-21.55
