Date,Starting_Capital,Ending_Capital,CE_PnL,PE_PnL,Total_PnL,Return_Pct,Trades_Count,Sold_Leg,Slope_CE,Slope_PE,Strike
2025-05-27,248040.75,244709.5,-3331.25,0.0,-3331.25,-1.343025289191393,1,CE,-77.35,55.9,24800
2025-05-28,244709.5,250065.5,5356.0,0.0,5356.0,2.1887176427560027,1,CE,-33.9,-29.5,24800
2025-05-29,250065.5,249006.0,-1059.5,0.0,-1059.5,-0.4236889934837073,1,CE,-88.65,-2.6,24800
2025-05-30,249006.0,246129.75,0.0,-2876.25,-2876.25,-1.1550926483699189,1,PE,20.0,-15.2,24850
2025-06-02,246129.75,243318.5,-2811.25,0.0,-2811.25,-1.1421821214217298,1,CE,-51.8,-16.6,24550
2025-06-03,243318.5,239730.5,-3588.0,0.0,-3588.0,-1.47461043858153,1,CE,-77.1,79.05,24650
2025-06-04,239730.5,238287.5,-1443.0,0.0,-1443.0,-0.6019259126394013,1,CE,-63.2,-15.05,24550
2025-06-05,238287.5,237068.75,0.0,-1218.75,-1218.75,-0.51146199443949,1,PE,25.6,-74.0,24750
2025-06-06,237068.75,232743.0,-4325.75,0.0,-4325.75,-1.824681658801508,1,CE,-37.85,25.95,24700
2025-06-09,232743.0,233851.25,1108.25,0.0,1108.25,0.47616899326725187,1,CE,-10.6,1.9,25100
2025-06-10,233851.25,232193.75,-1657.5,0.0,-1657.5,-0.708783895745693,1,CE,-28.45,7.8,25100
2025-06-11,232193.75,232622.75,0.0,429.0,429.0,0.18475949503378106,1,PE,5.85,-21.45,25100
2025-06-12,232622.75,236682.0,4059.25,0.0,4059.25,1.7449926974038439,1,CE,-6.6,24.05,25100
2025-06-13,236682.0,238794.5,0.0,2112.5,2112.5,0.8925478067618154,1,PE,-1.3,-49.35,24600
2025-06-16,238794.5,242707.5,0.0,3913.0,3913.0,1.6386474562856346,1,PE,-11.5,-11.5,24750
2025-06-17,242707.5,244527.5,1820.0,0.0,1820.0,0.7498738193092509,1,CE,-38.25,17.8,24900
2025-06-18,244527.5,243156.0,0.0,-1371.5,-1371.5,-0.5608776109026592,1,PE,60.8,-85.6,24950
2025-06-19,243156.0,242574.25,0.0,-581.75,-581.75,-0.2392496997812104,1,PE,10.0,-70.4,24850
2025-06-20,242574.25,247270.5,0.0,4696.25,4696.25,1.9360051613062805,1,PE,-1.15,-19.0,24900
2025-06-23,247270.5,244940.25,-2330.25,0.0,-2330.25,-0.9423890031362415,1,CE,-76.25,47.25,24850
2025-06-24,244940.25,242980.5,-1959.75,0.0,-1959.75,-0.8000930839255695,1,CE,-37.2,24.65,25150
2025-06-25,242980.5,245008.5,0.0,2028.0,2028.0,0.8346348781075024,1,PE,29.6,-37.25,25200
2025-06-26,245008.5,243926.25,0.0,-1082.25,-1082.25,-0.44171936891985386,1,PE,51.2,-31.4,25350
2025-06-27,243926.25,241622.0,-2304.25,0.0,-2304.25,-0.9446502785165598,1,CE,-44.65,31.7,25550
2025-06-30,241622.0,244527.5,2905.5,0.0,2905.5,1.2024981168933293,1,CE,-20.2,26.6,25600
